"","X","Speaker","Gloss","Date"
"34972",41545,"MOT","four .","29-JAN-1965"
"34973",41546,"MOT","oh this is a close game .","29-JAN-1965"
"34974",41547,"MOT","huh ?","29-JAN-1965"
"34975",41548,"CHI","you went went +...","29-JAN-1965"
"34976",41549,"MOT","two .","29-JAN-1965"
"34977",41550,"CHI","oh .","29-JAN-1965"
"34978",41551,"MOT","one two .","29-JAN-1965"
"34979",41552,"CHI","one two ","29-JAN-1965"
"34980",41553,"MOT","your turn .","29-JAN-1965"
"34981",41554,"MOT","what do ya want ?","08-FEB-1965"
"34982",41555,"MOT","Cocoa_Crispies ?","08-FEB-1965"
"34983",41556,"CHI","-um .","08-FEB-1965"
"34984",41557,"CHI","I don't want anything .","08-FEB-1965"
"34985",41558,"MOT","want -uh +...","08-FEB-1965"
"34986",41559,"MOT","some other kind of cereal ?","08-FEB-1965"
"34987",41560,"MOT","Cheerios ?","08-FEB-1965"
"34988",41561,"CHI","Cocoa_Crispies .","08-FEB-1965"
"34989",41562,"MOT","yeah .","08-FEB-1965"
"34990",41563,"MOT","you were yelling for them .","08-FEB-1965"
"34991",41564,"MOT","and ya don't even eat them .","08-FEB-1965"
"34992",41565,"CHI","you know +...","08-FEB-1965"
"34993",41566,"CHI","this work Kent ?","08-FEB-1965"
"34994",41567,"CHI","I show ya .","08-FEB-1965"
"34995",41568,"CHI","come on .","08-FEB-1965"
"34996",41569,"MOT","oh did you put this on by yourself ?","08-FEB-1965"
"34997",41570,"CHI","yeah .","08-FEB-1965"
"34998",41571,"MOT","you put it on right ?","08-FEB-1965"
"34999",41572,"CHI","yeah .","08-FEB-1965"
"35000",41573,"CHI","I had do it .","08-FEB-1965"
"35001",41574,"MOT","oh you're getting real smart .","08-FEB-1965"
"35002",41575,"CHI","I can't pushed it .","08-FEB-1965"
"35003",41576,"CHI","yyy .","08-FEB-1965"
"35004",41577,"MOT","where's the other one .","08-FEB-1965"
"35005",41578,"CHI","alright .","08-FEB-1965"
"35006",41579,"MOT","the other way .","08-FEB-1965"
"35007",41580,"CHI","where's the button ?","08-FEB-1965"
"35008",41581,"MOT","let me see .","08-FEB-1965"
"35009",41582,"CHI","see how this works ?","08-FEB-1965"
"35010",41583,"CHI","now couch now +...","08-FEB-1965"
"35011",41584,"CHI","will you stop ?","08-FEB-1965"
"35012",41585,"CHI","it won't stop .","08-FEB-1965"
"35013",41586,"MOT","want to put it off ?","08-FEB-1965"
"35014",41587,"CHI","no .","08-FEB-1965"
"35015",41588,"CHI","can't you work this thing ?","08-FEB-1965"
"35016",41589,"CHI","I know why .","08-FEB-1965"
"35017",41590,"MOT","it's not a very strong light .","08-FEB-1965"
"35018",41591,"MOT","oh there it goes .","08-FEB-1965"
"35019",41592,"CHI","awoh !","08-FEB-1965"
"35020",41593,"CHI","it come off .","08-FEB-1965"
"35021",41594,"MOT","hm ?","08-FEB-1965"
"35022",41595,"CHI","come off .","08-FEB-1965"
"35023",41596,"MOT","yeah .","08-FEB-1965"
"35024",41597,"MOT","it come off didn't it ?","08-FEB-1965"
"35025",41598,"MOT","ya break it and Daddy will kill ya .","08-FEB-1965"
"35026",41599,"MOT","he'll kill ya .","08-FEB-1965"
"35027",41600,"CHI","oh I better put it back .","08-FEB-1965"
"35028",41601,"MOT","ya want Daddy to kill you ?","08-FEB-1965"
"35029",41602,"MOT","hm ?","08-FEB-1965"
"35030",41603,"CHI","Mommy can I have -uh -uh +...","08-FEB-1965"
"35031",41604,"CHI","a green thin -uh roll xxx ?","08-FEB-1965"
"35032",41605,"MOT","uhuh .","08-FEB-1965"
"35033",41606,"MOT","well xxx what do ya want ?","08-FEB-1965"
"35034",41607,"CHI","candy .","08-FEB-1965"
"35035",41608,"MOT","no .","08-FEB-1965"
"35036",41609,"CHI","I want candy .","08-FEB-1965"
"35037",41610,"MOT","you can have a drink of milk and orange xxx candy .","08-FEB-1965"
"35038",41611,"MOT","have some cereal first .","08-FEB-1965"
"35039",41612,"CHI","write !","08-FEB-1965"
"35040",41613,"CHI","Mommy what he writing ?","08-FEB-1965"
"35041",41614,"MOT","everything you say .","08-FEB-1965"
"35042",41615,"CHI","what you writing about ?","08-FEB-1965"
"35043",41616,"CHI","you forget al .","08-FEB-1965"
"35044",41617,"CHI","al +...","08-FEB-1965"
"35045",41618,"CHI","kl +...","08-FEB-1965"
"35046",41619,"CHI","he forgot kl .","08-FEB-1965"
"35047",41620,"MOT","oh I don't think so .","08-FEB-1965"
"35048",41621,"CHI","you forgot kl .","08-FEB-1965"
"35049",41622,"CHI","al ol bl dl ol el gl el ol wee dl rl bl el dl el rl + ","08-FEB-1965"
"35050",41623,"MOT","tell Kent .","08-FEB-1965"
"35051",41624,"MOT","spell daddy for Kent .","08-FEB-1965"
"35052",41625,"MOT","Kent hasn't heard ya spell daddy .","08-FEB-1965"
"35053",41626,"MOT","I don't think .","08-FEB-1965"
"35054",41627,"CHI","dl dl dl ","08-FEB-1965"
"35055",41628,"MOT","ya forgot something .","08-FEB-1965"
"35056",41629,"MOT","what comes before dl dl ?","08-FEB-1965"
"35057",41630,"CHI","awoh .","08-FEB-1965"
"35058",41631,"MOT","dl +...","08-FEB-1965"
"35059",41632,"CHI","uhoh I forgot .","08-FEB-1965"
"35060",41633,"MOT","yeah well start again .","08-FEB-1965"
"35061",41634,"CHI","a +...","08-FEB-1965"
"35062",41635,"MOT","yeah .","08-FEB-1965"
"35063",41636,"CHI","dl dl dl + ","08-FEB-1965"
"35064",41637,"MOT","well you forgot .","08-FEB-1965"
"35065",41638,"MOT","do it again .","08-FEB-1965"
"35066",41639,"MOT","do it again .","08-FEB-1965"
"35067",41640,"CHI","what ?","08-FEB-1965"
"35068",41641,"MOT","start all over again .","08-FEB-1965"
"35069",41642,"CHI","dl dl .","08-FEB-1965"
"35070",41643,"MOT","no .","08-FEB-1965"
"35071",41644,"MOT","alright .","08-FEB-1965"
"35072",41645,"MOT","I got a nickle but you won't get it unless ya spell it nice .","08-FEB-1965"
"35073",41646,"CHI","what ?","08-FEB-1965"
"35074",41647,"CHI","I will spell it nice .","08-FEB-1965"
"35075",41648,"MOT","-um .","08-FEB-1965"
"35076",41649,"CHI","dl dl dl .","08-FEB-1965"
"35077",41650,"MOT","oh yeah .","08-FEB-1965"
"35078",41651,"MOT","what's the first part ?","08-FEB-1965"
"35079",41652,"CHI","-um dl al + ","08-FEB-1965"
"35080",41653,"MOT","-um .","08-FEB-1965"
"35081",41654,"MOT","dl al +...","08-FEB-1965"
"35082",41655,"CHI","dl al + ","08-FEB-1965"
"35083",41656,"MOT","-um .","08-FEB-1965"
"35084",41657,"CHI","dl dl + ","08-FEB-1965"
"35085",41658,"MOT","yeah .","08-FEB-1965"
"35086",41659,"MOT","what's on the end ?","08-FEB-1965"
"35087",41660,"CHI","yl .","08-FEB-1965"
"35088",41661,"MOT","yeah .","08-FEB-1965"
"35089",41662,"MOT","what does that spell ?","08-FEB-1965"
"35090",41663,"CHI","Daddy .","08-FEB-1965"
"35091",41664,"MOT","yeah .","08-FEB-1965"
"35092",41665,"MOT","how_come ya had so much trouble today ?","08-FEB-1965"
"35093",41666,"CHI","because you won't spank me .","08-FEB-1965"
"35094",41667,"MOT","I'll spank you ?","08-FEB-1965"
"35095",41668,"CHI","give me the nickel .","08-FEB-1965"
"35096",41669,"MOT","alright .","08-FEB-1965"
"35097",41670,"MOT","I'll give you the nickel .","08-FEB-1965"
"35098",41671,"MOT","yeah the nickel .","08-FEB-1965"
"35099",41672,"MOT","she puts them down and I pick it up and put it in the jar and she gets the same one .","08-FEB-1965"
"35100",41673,"MOT","huh ?","08-FEB-1965"
"35101",41674,"CHI","yep .","08-FEB-1965"
"35102",41675,"CHI","I put it in the jar .","08-FEB-1965"
"35103",41676,"CHI","and you put in the nickel .","08-FEB-1965"
"35104",41677,"MOT","mhm .","08-FEB-1965"
"35105",41678,"CHI","can we have a game ?","08-FEB-1965"
"35106",41679,"MOT","why don't you wait a few minutes ?","08-FEB-1965"
"35107",41680,"MOT"," why don't you tell time ?","08-FEB-1965"
"35108",41681,"CHI","time o'clock .","08-FEB-1965"
"35109",41682,"MOT","what time is it ?","08-FEB-1965"
"35110",41683,"CHI","ten o'clock .","08-FEB-1965"
"35111",41684,"MOT","ten o'clock ?","08-FEB-1965"
"35112",41685,"CHI","it works .","08-FEB-1965"
"35113",41686,"CHI","how this work ?","08-FEB-1965"
"35114",41687,"MOT","just thought of something .","08-FEB-1965"
"35115",41688,"MOT","we're going to Nana's for supper .","08-FEB-1965"
"35116",41689,"CHI","Mommy can I play my game ?","08-FEB-1965"
"35117",41690,"MOT","want to play by yourself ?","08-FEB-1965"
"35118",41691,"CHI","play with Kent and you .","08-FEB-1965"
"35119",41692,"MOT","what do ya want to play with me for ?","08-FEB-1965"
"35120",41693,"MOT","why don't ya want me to buy you a game at the square today ?","08-FEB-1965"
"35121",41694,"CHI","two games .","08-FEB-1965"
"35122",41695,"MOT","oh no .","08-FEB-1965"
"35123",41696,"MOT","one game .","08-FEB-1965"
"35124",41697,"CHI","I get one up there .","08-FEB-1965"
"35125",41698,"MOT","yeah .","08-FEB-1965"
"35126",41699,"MOT","what kind what's the other game you want ?","08-FEB-1965"
"35127",41700,"CHI","bubble game .","08-FEB-1965"
"35128",41701,"MOT","no .","08-FEB-1965"
"35129",41702,"MOT","I told ya to con your father into it the other night .","08-FEB-1965"
"35130",41703,"MOT","but you forgot .","08-FEB-1965"
"35131",41704,"MOT","huh ?","08-FEB-1965"
"35132",41705,"MOT","I thought I had you trained better than that .","08-FEB-1965"
"35133",41706,"CHI","oh +...","08-FEB-1965"
"35134",41707,"MOT","let's see .","08-FEB-1965"
"35135",41708,"MOT","why don't ya play with your alphabets ?","08-FEB-1965"
"35136",41709,"CHI","alright .","08-FEB-1965"
"35137",41710,"MOT","alright ?","08-FEB-1965"
"35138",41711,"CHI","I got two alphabets .","08-FEB-1965"
"35139",41712,"CHI","look at that girl standing up .","08-FEB-1965"
"35140",41713,"CHI","standing up .","08-FEB-1965"
"35141",41714,"CHI","I lost pieces .","08-FEB-1965"
"35142",41715,"MOT","yeah ya lost a couple of pieces didn't ya ?","08-FEB-1965"
"35143",41716,"CHI","what ?","08-FEB-1965"
"35144",41717,"MOT","I don't know .","08-FEB-1965"
"35145",41718,"MOT","ya lost some .","08-FEB-1965"
"35146",41719,"CHI","I got stand up .","08-FEB-1965"
"35147",41720,"MOT","they don't stand up .","08-FEB-1965"
"35148",41721,"MOT","none of them do .","08-FEB-1965"
"35149",41722,"MOT","Chantilly .","08-FEB-1965"
"35150",41723,"MOT","come here .","08-FEB-1965"
"35151",41724,"MOT","Chantilly .","08-FEB-1965"
"35152",41725,"CHI","look it .","08-FEB-1965"
"35153",41726,"CHI","I made a house .","08-FEB-1965"
"35154",41727,"MOT","yeah .","08-FEB-1965"
"35155",41728,"CHI","that oh stand up .","08-FEB-1965"
"35156",41729,"CHI","this will stand up .","08-FEB-1965"
"35157",41730,"CHI","there .","08-FEB-1965"
"35158",41731,"CHI","oop .","08-FEB-1965"
"35159",41732,"CHI","what's that look like ?","08-FEB-1965"
"35160",41733,"CHI","like look like a rock .","08-FEB-1965"
"35161",41734,"MOT","I don't know .","08-FEB-1965"
"35162",41735,"MOT","you tell me .","08-FEB-1965"
"35163",41736,"MOT","hm ?","08-FEB-1965"
"35164",41737,"CHI","what's that look like ?","08-FEB-1965"
"35165",41738,"MOT","that's a five .","08-FEB-1965"
"35166",41739,"CHI","look look what's that look like ?","08-FEB-1965"
"35167",41740,"MOT","you tell me .","08-FEB-1965"
"35168",41741,"CHI","I don't know .","08-FEB-1965"
"35169",41742,"CHI","what's that look like ?","08-FEB-1965"
"35170",41743,"MOT","looks just like what it is a five .","08-FEB-1965"
"35171",41744,"CHI","five .","08-FEB-1965"
"35172",41745,"CHI","a when time I turn it around turn it around +...","08-FEB-1965"
"35173",41746,"CHI","huh ?","08-FEB-1965"
"35174",41747,"MOT","mhm .","08-FEB-1965"
"35175",41748,"CHI","hey I get another one .","08-FEB-1965"
"35176",41749,"MOT","what's that ?","08-FEB-1965"
"35177",41750,"CHI","an fl .","08-FEB-1965"
"35178",41751,"MOT","that's right .","08-FEB-1965"
"35179",41752,"CHI","fl +...","08-FEB-1965"
"35180",41753,"CHI","that's an fl .","08-FEB-1965"
"35181",41754,"CHI","what's this and this and this ?","08-FEB-1965"
"35182",41755,"CHI","Mommy that's six .","08-FEB-1965"
"35183",41756,"CHI","alright ?","08-FEB-1965"
"35184",41757,"MOT","that's not a six .","08-FEB-1965"
"35185",41758,"MOT","that's a five .","08-FEB-1965"
"35186",41759,"CHI","no it isn't .","08-FEB-1965"
"35187",41760,"MOT","yes it is .","08-FEB-1965"
"35188",41761,"CHI","I turn turn it over .","08-FEB-1965"
"35189",41762,"CHI","that's a +...","08-FEB-1965"
"35190",41763,"MOT","what's that ?","08-FEB-1965"
"35191",41764,"CHI","wl .","08-FEB-1965"
"35192",41765,"MOT","oh yeah .","08-FEB-1965"
"35193",41766,"MOT","you're smart .","08-FEB-1965"
"35194",41767,"MOT","what's that ?","08-FEB-1965"
"35195",41768,"MOT","it's an awful hard one .","08-FEB-1965"
"35196",41769,"CHI","ql .","08-FEB-1965"
"35197",41770,"MOT","now you're getting too smart .","08-FEB-1965"
"35198",41771,"MOT","what's this one ?","08-FEB-1965"
"35199",41772,"MOT","well look at it first .","08-FEB-1965"
"35200",41773,"CHI","kl .","08-FEB-1965"
"35201",41774,"CHI","kl kl kl kl kl ","08-FEB-1965"
"35202",41775,"MOT","0 .","08-FEB-1965"
"35203",41776,"CHI","ol .","08-FEB-1965"
"35204",41777,"CHI","rl .","08-FEB-1965"
"35205",41778,"MOT","what ?","08-FEB-1965"
"35206",41779,"MOT","that hasn't got any leg .","08-FEB-1965"
"35207",41780,"CHI","one leg .","08-FEB-1965"
"35208",41781,"MOT","it's got one leg .","08-FEB-1965"
"35209",41782,"MOT","but it don't have two legs .","08-FEB-1965"
"35210",41783,"CHI","pl .","08-FEB-1965"
"35211",41784,"MOT","that's right .","08-FEB-1965"
"35212",41785,"MOT","what's this one ?","08-FEB-1965"
"35213",41786,"CHI","ol .","08-FEB-1965"
"35214",41787,"MOT","say it again .","08-FEB-1965"
"35215",41788,"CHI","rl .","08-FEB-1965"
"35216",41789,"MOT","rl .","08-FEB-1965"
"35217",41790,"MOT","who've you been talking to ?","08-FEB-1965"
"35218",41791,"CHI","you .","08-FEB-1965"
"35219",41792,"MOT","what's this one ?","08-FEB-1965"
"35220",41793,"CHI","ml .","08-FEB-1965"
"35221",41794,"MOT","mm ya got it right .","08-FEB-1965"
"35222",41795,"CHI","mm .","08-FEB-1965"
"35223",41796,"CHI","hl .","08-FEB-1965"
"35224",41797,"CHI","ol .","08-FEB-1965"
"35225",41798,"CHI","sl .","08-FEB-1965"
"35226",41799,"MOT","0 .","08-FEB-1965"
"35227",41800,"CHI","five .","08-FEB-1965"
"35228",41801,"MOT","no .","08-FEB-1965"
"35229",41802,"MOT","what's that goes in here .","08-FEB-1965"
"35230",41803,"CHI","goes in here ?","08-FEB-1965"
"35231",41804,"MOT","mhm .","08-FEB-1965"
"35232",41805,"MOT","what is it ?","08-FEB-1965"
"35233",41806,"CHI","gl .","08-FEB-1965"
"35234",41807,"MOT","yeah .","08-FEB-1965"
"35235",41808,"MOT","now what's this one ?","08-FEB-1965"
"35236",41809,"CHI","bl .","08-FEB-1965"
"35237",41810,"MOT","it's a favorite .","08-FEB-1965"
"35238",41811,"MOT","oh it's backwards .","08-FEB-1965"
"35239",41812,"CHI","xxx dl .","08-FEB-1965"
"35240",41813,"MOT","dl .","08-FEB-1965"
"35241",41814,"CHI","dl .","08-FEB-1965"
"35242",41815,"CHI","al .","08-FEB-1965"
"35243",41816,"CHI","ml .","08-FEB-1965"
"35244",41817,"MOT","nl .","08-FEB-1965"
"35245",41818,"CHI","yyy .","08-FEB-1965"
"35246",41819,"MOT","nl .","08-FEB-1965"
"35247",41820,"CHI","nl -uh .","08-FEB-1965"
"35248",41821,"CHI","you get it upside down .","08-FEB-1965"
"35249",41822,"MOT","no I haven't .","08-FEB-1965"
"35250",41823,"CHI","yes you do .","08-FEB-1965"
"35251",41824,"MOT","well what's this ?","08-FEB-1965"
"35252",41825,"CHI","an al .","08-FEB-1965"
"35253",41826,"MOT","no .","08-FEB-1965"
"35254",41827,"MOT","it's a ul .","08-FEB-1965"
"35255",41828,"CHI","it's a ul .","08-FEB-1965"
"35256",41829,"MOT","ul .","08-FEB-1965"
"35257",41830,"MOT","what's this one ?","08-FEB-1965"
"35258",41831,"CHI","-um cl .","08-FEB-1965"
"35259",41832,"CHI","el .","08-FEB-1965"
"35260",41833,"MOT","0 .","08-FEB-1965"
"35261",41834,"CHI","sl .","08-FEB-1965"
"35262",41835,"MOT","no .","08-FEB-1965"
"35263",41836,"CHI","what ?","08-FEB-1965"
"35264",41837,"MOT","that's not that's square .","08-FEB-1965"
"35265",41838,"CHI","that's a square .","08-FEB-1965"
"35266",41839,"MOT","this is an sl .","08-FEB-1965"
"35267",41840,"CHI","yeah .","08-FEB-1965"
"35268",41841,"MOT","see and this is round .","08-FEB-1965"
"35269",41842,"MOT","what's this one ?","08-FEB-1965"
"35270",41843,"MOT","wl xl yl and .","08-FEB-1965"
"35271",41844,"CHI","wl and xl and -uh il .","08-FEB-1965"
"35272",41845,"MOT","no it's a zl .","08-FEB-1965"
"35273",41846,"CHI","zl .","08-FEB-1965"
"35274",41847,"MOT","zl .","08-FEB-1965"
"35275",41848,"CHI","zl zl zl zl +...","08-FEB-1965"
"35276",41849,"MOT","what's this one ?","08-FEB-1965"
"35277",41850,"CHI","-um ll .","08-FEB-1965"
"35278",41851,"MOT","no it's a jl .","08-FEB-1965"
"35279",41852,"CHI","jl .","08-FEB-1965"
"35280",41853,"MOT","not too bad .","08-FEB-1965"
"35281",41854,"CHI","what's this ?","08-FEB-1965"
"35282",41855,"MOT","that's a three .","08-FEB-1965"
"35283",41856,"CHI","what's this ?","08-FEB-1965"
"35284",41857,"MOT","it's a seven .","08-FEB-1965"
"35285",41858,"CHI","what's this ?","08-FEB-1965"
"35286",41859,"MOT","you tell me .","08-FEB-1965"
"35287",41860,"CHI","-um -um -um .","08-FEB-1965"
"35288",41861,"CHI","Mommy start over again .","08-FEB-1965"
"35289",41862,"MOT","start over again .","08-FEB-1965"
"35290",41863,"CHI","what fell ?","08-FEB-1965"
"35291",41864,"MOT","give me an ml .","08-FEB-1965"
"35292",41865,"MOT","that's the girl .","08-FEB-1965"
"35293",41866,"MOT","give me a kl .","08-FEB-1965"
"35294",41867,"MOT","give me an ol .","08-FEB-1965"
"35295",41868,"MOT","a dl a bl a cl .","08-FEB-1965"
"35296",41869,"MOT","pl .","08-FEB-1965"
"35297",41870,"CHI","yep won't put it back .","08-FEB-1965"
"35298",41871,"MOT","why ?","08-FEB-1965"
"35299",41872,"CHI","ya won't ya won't put it back .","08-FEB-1965"
"35300",41873,"CHI","I have_to go to the bath+room .","08-FEB-1965"
"35301",41874,"MOT","well shut the door .","08-FEB-1965"
"35302",41875,"CHI","turn the light on .","08-FEB-1965"
"35303",41876,"CHI","before I go .","08-FEB-1965"
"35304",41877,"MOT","yeah hurry up .","08-FEB-1965"
"35305",41878,"CHI","no shut the door .","08-FEB-1965"
"35306",41879,"MOT","oh .","08-FEB-1965"
"35307",41880,"MOT","hurry up xxx .","08-FEB-1965"
"35308",41881,"CHI","shut the door .","08-FEB-1965"
"35309",41882,"MOT","yep .","08-FEB-1965"
"35310",41883,"CHI","can't find my other game .","08-FEB-1965"
"35311",41884,"MOT","huh ?","08-FEB-1965"
"35312",41885,"CHI","can't find my other game .","08-FEB-1965"
"35313",41886,"MOT","oh look at the nickle .","08-FEB-1965"
"35314",41887,"MOT","why don't ya pick up all these first and put em in the box .","08-FEB-1965"
"35315",41888,"MOT","here .","08-FEB-1965"
"35316",41889,"CHI","alright .","08-FEB-1965"
"35317",41890,"MOT","when you're xxx with them all put them all in the box .","08-FEB-1965"
"35318",41891,"CHI","will you help me ?","08-FEB-1965"
"35319",41892,"MOT","-uh -uh -uh .","08-FEB-1965"
"35320",41893,"MOT","don't forget that one .","08-FEB-1965"
"35321",41894,"MOT"," why don't you move the clock so xxx the clock xxx ?","08-FEB-1965"
"35322",41895,"MOT","there .","08-FEB-1965"
"35323",41896,"MOT","there you go .","08-FEB-1965"
"35324",41897,"MOT","tell me what they are as you put them in .","08-FEB-1965"
"35325",41898,"CHI","al bl cl dl el gl ","08-FEB-1965"
"35326",41899,"CHI","did I lost one ?","08-FEB-1965"
"35327",41900,"MOT","yeah right here .","08-FEB-1965"
"35328",41901,"CHI","hm .","08-FEB-1965"
"35329",41902,"CHI","pl is a pl is a pl .","08-FEB-1965"
"35330",41903,"MOT","thought you were going to tell me what they were .","08-FEB-1965"
"35331",41904,"CHI","al bl cl dl el + ","08-FEB-1965"
"35332",41905,"MOT","awoh .","08-FEB-1965"
"35333",41906,"CHI","I know it .","08-FEB-1965"
"35334",41907,"CHI","another one .","08-FEB-1965"
"35335",41908,"MOT","oh look what I found !","08-FEB-1965"
"35336",41909,"MOT","oh ya broke it again .","08-FEB-1965"
"35337",41910,"MOT","you know you broke it .","08-FEB-1965"
"35338",41911,"MOT","did you ?","08-FEB-1965"
"35339",41912,"MOT","who's gonna fix it ?","08-FEB-1965"
"35340",41913,"CHI","no I fix it the other day .","08-FEB-1965"
"35341",41914,"MOT","oh that's what happened .","08-FEB-1965"
"35342",41915,"MOT","you fixed it .","08-FEB-1965"
"35343",41916,"MOT","huh ?","08-FEB-1965"
"35344",41917,"MOT","yeah you fixed it .","08-FEB-1965"
"35345",41918,"CHI","xxx cut some more xxx .","08-FEB-1965"
"35346",41919,"CHI","I have it ?","08-FEB-1965"
"35347",41920,"MOT","don't want ya to hurt yourself .","08-FEB-1965"
"35348",41921,"CHI","it's my powder+puff .","08-FEB-1965"
"35349",41922,"MOT","yeah but you're going to hurt yourself .","08-FEB-1965"
"35350",41923,"CHI","Mommy .","08-FEB-1965"
"35351",41924,"MOT","what ?","08-FEB-1965"
"35352",41925,"CHI","get me game .","08-FEB-1965"
"35353",41926,"MOT","you and that game .","08-FEB-1965"
"35354",41927,"MOT","ow !","08-FEB-1965"
"35355",41928,"CHI","I put it right in there .","08-FEB-1965"
"35356",41929,"CHI","these won't go in there .","08-FEB-1965"
"35357",41930,"MOT","0 .","08-FEB-1965"
"35358",41931,"CHI","now which the color you want ?","08-FEB-1965"
"35359",41932,"CHI","I want blue .","08-FEB-1965"
"35360",41933,"CHI","what color you want ?","08-FEB-1965"
"35361",41934,"MOT","I don't care .","08-FEB-1965"
"35362",41935,"CHI","that one ?","08-FEB-1965"
"35363",41936,"MOT","sure .","08-FEB-1965"
"35364",41937,"CHI","alright .","08-FEB-1965"
"35365",41938,"CHI","I want keep the blue one .","08-FEB-1965"
"35366",41939,"CHI","you have that side .","08-FEB-1965"
"35367",41940,"CHI","you want this color ?","08-FEB-1965"
"35368",41942,"CHI","alright .","08-FEB-1965"
"35369",41944,"CHI","supposed to be there you .","08-FEB-1965"
"35370",41945,"CHI","where ya won","08-FEB-1965"
"35371",41947,"MOT","where ya what ?","08-FEB-1965"
"35372",41948,"CHI","xxx he wins .","08-FEB-1965"
"35373",41949,"MOT","how do ya know he's going to win ?","08-FEB-1965"
"35374",41950,"MOT","or does everybody win ?","08-FEB-1965"
"35375",41951,"CHI","disappeared .","08-FEB-1965"
"35376",41952,"MOT","what disappeared ?","08-FEB-1965"
"35377",41953,"CHI","that .","08-FEB-1965"
"35378",41954,"MOT","that's a new word for you lately .","08-FEB-1965"
"35379",41955,"MOT","everything disappears huh ?","08-FEB-1965"
"35380",41956,"CHI","where is it ?","08-FEB-1965"
"35381",41957,"MOT","what ?","08-FEB-1965"
"35382",41958,"MOT","you lost the yellow one huh ?","08-FEB-1965"
"35383",41959,"CHI","no it's right here .","08-FEB-1965"
"35384",41960,"MOT","the yellow .","08-FEB-1965"
"35385",41961,"MOT","there were four of them .","08-FEB-1965"
"35386",41962,"CHI","who lost it ?","08-FEB-1965"
"35387",41963,"MOT","who lost it ?","08-FEB-1965"
"35388",41964,"MOT","you I guess .","08-FEB-1965"
"35389",41965,"CHI","it's it's your turn .","08-FEB-1965"
"35390",41966,"CHI","no teach me how play the game .","08-FEB-1965"
"35391",41967,"MOT","hm ?","08-FEB-1965"
"35392",41968,"CHI","teach me how to play the game .","08-FEB-1965"
"35393",41969,"MOT","you got_to have them all at the beginning .","08-FEB-1965"
"35394",41970,"MOT","put them all on start .","08-FEB-1965"
"35395",41971,"MOT","you cheat .","08-FEB-1965"
"35396",41972,"MOT","no kidding .","08-FEB-1965"
"35397",41973,"CHI","one two three four five six seven + ","08-FEB-1965"
"35398",41974,"MOT","you have_to learn how to do it right .","08-FEB-1965"
"35399",41975,"CHI","seven eight nine ten four five six ten four five six ","08-FEB-1965"
"35400",41976,"CHI","just for +...","08-FEB-1965"
"35401",41977,"CHI","does this end with yyy ?","08-FEB-1965"
"35402",41978,"MOT","isn't it ?","08-FEB-1965"
"35403",41979,"CHI","this dog for Sandy .","08-FEB-1965"
"35404",41980,"CHI","dog for yyy .","08-FEB-1965"
"35405",41981,"MOT","dog for Sunday ?","08-FEB-1965"
"35406",41982,"CHI","one two three four five six seven eight nine ","08-FEB-1965"
"35407",41983,"MOT","give me the other hand .","08-FEB-1965"
"35408",41984,"MOT","how can you move it with that ?","08-FEB-1965"
"35409",41985,"MOT","give me your hand now and roll your sleeve up .","08-FEB-1965"
"35410",41986,"CHI","now teach me how play the game .","08-FEB-1965"
"35411",41987,"MOT","you won't xxx to learn to play the game right .","08-FEB-1965"
"35412",41988,"CHI","sixteen .","08-FEB-1965"
"35413",41989,"CHI","this is mine .","08-FEB-1965"
"35414",41990,"CHI","put my own here .","08-FEB-1965"
"35415",41991,"MOT","hm ?","08-FEB-1965"
"35416",41992,"CHI","oh .","08-FEB-1965"
"35417",41993,"CHI","this is yours ?","08-FEB-1965"
"35418",41994,"CHI","who is it ?","08-FEB-1965"
"35419",41995,"CHI","one two three four + ","08-FEB-1965"
"35420",41996,"MOT","where ya going ?","08-FEB-1965"
"35421",41997,"MOT","you're going all over the place .","08-FEB-1965"
"35422",41998,"MOT","you have_to go up here and down here and around here and down here and around here .","08-FEB-1965"
"35423",41999,"MOT","but one at a time .","08-FEB-1965"
"35424",42000,"MOT","ya can't jump from there to there .","08-FEB-1965"
"35425",42001,"CHI","sixteen .","08-FEB-1965"
"35426",42002,"MOT","sixteen !","08-FEB-1965"
"35427",42003,"CHI","yeah .","08-FEB-1965"
"35428",42004,"CHI","want sixteen +...","08-FEB-1965"
"35429",42005,"MOT","what does it say ?","08-FEB-1965"
"35430",42006,"CHI","dog for yyy .","08-FEB-1965"
"35431",42007,"CHI","dog for yyy .","08-FEB-1965"
"35432",42008,"CHI","dog for yyy .","08-FEB-1965"
"35433",42009,"CHI","and leave it there .","08-FEB-1965"
"35434",42010,"CHI","with your turn .","08-FEB-1965"
"35435",42011,"MOT","can ya spin that again Sarah ?","08-FEB-1965"
"35436",42012,"MOT","you're doing good .","08-FEB-1965"
"35437",42013,"CHI","I want bl bl bl bl .","08-FEB-1965"
"35438",42014,"MOT","you and Daddy playing this the other night ?","08-FEB-1965"
"35439",42015,"CHI","yep .","08-FEB-1965"
"35440",42016,"MOT","I thought so .","08-FEB-1965"
"35441",42017,"CHI","this is yours .","08-FEB-1965"
"35442",42018,"MOT","who won ?","08-FEB-1965"
"35443",42019,"MOT","who won the game ?","08-FEB-1965"
"35444",42020,"CHI","me .","08-FEB-1965"
"35445",42021,"MOT","you always win huh ?","08-FEB-1965"
